name,id,price,brand,category,position
Janela de Correr com Grade Home 4 Folhas de Vidro Canelado 200x100m Alumínio Natural QUALITY/ REF. EMC022033,981668,516.9,QUALITY,JANELAS > JANELAS DE ALUMÍNIO,18
Janela de Correr 50x50 Home 2 Folhas de vidro Liso Alumínio Branco QUALITY/ REF. HOB033019,981828,97.9,QUALITY,JANELAS > JANELAS DE ALUMÍNIO,19
Janela de Correr Home 100x80m De Alumínio Preta 2 Folhas Vidro Liso QUALITY / REF. HOP003005,990901,179.9,QUALITY,JANELAS > JANELAS DE ALUMÍNIO,20
Janela de Alumínio 4 Folhas Vidro Liso 150Lx100A Soft Branco - Ref. 53614 - MGM,970350,779.9,MGM,JANELAS > JANELAS DE ALUMÍNIO,21
Janela de Alumínio 100x100 2 Folhas com Grade Vidro Liso JCHBCL013 Branca - Ref. HOB033005 - QUALITY,978886,264.9,QUALITY,JANELAS > JANELAS DE ALUMÍNIO,22
Janela de Alumínio 2 Folhas Vidro Canelado 100x100cm Home EMC022002 - Ref.EMC022002 - QUALITY,954914,149.9,QUALITY,JANELAS > JANELAS DE ALUMÍNIO,23
"Janela De Correr Home 0,50X0,50m De Alumínio Natural 2 Folhas Vidro Canelado QUALITY / REF. EMC022005",981056,84.9,QUALITY,JANELAS > JANELAS DE ALUMÍNIO,24
Dobradiça em Ferro 3 1/2 Pino Bola com 2 Anéis Latão Oxidado - Ref. 11421 - ISERO,969192,49.9,ISERO,FERRAGENS > OUTRAS FERRAGENS,1
Dobradiça em Ferro 3 Pino Reversível Niquelado - Ref. 124002NIQ - ISERO,969296,17.9,ISERO,FERRAGENS > OUTRAS FERRAGENS,2
Dobradiça em Ferro 3 Pino Bola Latão Oxidado - Ref. 144011 - ISERO,969452,109.9,ISERO,FERRAGENS > OUTRAS FERRAGENS,3
Dobradiça Inox 3x2 1/2 Pino Chato Polido - Ref. INOX11504 - ISERO,969646,102.9,ISERO,FERRAGENS > OUTRAS FERRAGENS,4
Dobradiça Aço 3.1/2 Cartela com 3 850 Zincada - Ref.91412 - SILVANA,19636,15.9,SILVANA,FERRAGENS > ACESSÓRIOS PARA FERRAGENS,5
Dobradiça Aço 3.1/2 X 3 Cartela com 3 891 Cromada - Ref.93843 - SILVANA,42941,49.9,SILVANA,FERRAGENS > ACESSÓRIOS PARA FERRAGENS,6
Dobradiça Latão Pivoltante 80kg 360PV Cromado - Ref.58409770 - PADO,947685,154.9,PADO,FERRAGENS > ACESSÓRIOS PARA FERRAGENS,7
Dobradiça Aço 3 Cartela com 3 850 Zincada - Ref.91405 - SILVANA,19635,11.9,SILVANA,FERRAGENS > ACESSÓRIOS PARA FERRAGENS,8
Dobradiça Dupla Ferro 6 para Portão Chumbar Galvanizada - Ref. 12076 - ISERO,969264,64.9,ISERO,FERRAGENS > OUTRAS FERRAGENS,9
Dobradiça em Ferro 2 Pino Reversível Galvanizado - Ref. 122006 - ISERO,969272,12.9,ISERO,FERRAGENS > OUTRAS FERRAGENS,10
Dobradiça Galvanizada para Chumbar em Portas e Portões - Ref.11C - ISERO,970900,39.9,ISERO,FERRAGENS > OUTRAS FERRAGENS,11
Dobradiça Aço Pivotante Zincado - Ref.76340 - STAM,910335,79.9,STAM,FERRAGENS > ACESSÓRIOS PARA FERRAGENS,12
Saco De Lixo Plastico 10 Litros Com 50 Sacos Pia E Wc Preto - Ref.10120750 - Dobrasil,961738,11.9,DOBRASIL,ACESSÓRIOS DE LIMPEZA > ACESSÓRIOS PARA LIMPEZA DE USO GERAL,13
Saco De Lixo De Platisco 240 Litros Com 10 Sacos Condominio Citro Preto - Ref.101200760 - Dobrasil,961732,61.9,DOBRASIL,ACESSÓRIOS DE LIMPEZA > ACESSÓRIOS PARA LIMPEZA DE USO GERAL,14
Conector Cobre 1/2 11mm Haste Aterramento - Ref.CH1100 - INCOBRAME,90365,4.9,INCOBRAME,"CABOS, FIOS E CONECTORES > CONECTORES",15
Saco De Lixo De Platisco 110 Litros Com 5 Sacos Entulho Preto Do Brasil - Ref.10120759 - Dobrasil,961733,19.9,DOBRASIL,ACESSÓRIOS DE LIMPEZA > ACESSÓRIOS PARA LIMPEZA DE USO GERAL,16
Conector Cobre 5/8 Haste Reforçado - Ref.CH58REF - INCOBRAME,15481,5.9,INCOBRAME,"CABOS, FIOS E CONECTORES > CONECTORES",17
Carrinho de Carga Dobrável 70kg - Ref.6160070000 - VONDER,951191,522.9,VONDER,FERRAMENTAS MANUAIS > OUTRAS FERRAMENTAS MANUAIS,18
"Parafuso para Dobradiça em Aço 3,8x22 Cartela com 20 Peças Oxidado Preto Viva - Ref. 2906 - BEMFIXA ",879669,9.9,BEMFIXA,"PARAFUSOS, PORCAS E BUCHAS > PARAFUSOS",19
Respirador Descartável Dobrável 9822+BR PFF2 Azul - Ref. HB004719223 - 3M,978010,11.9,3M,EPI > MÁSCARAS DE PROTEÇÃO,20
Máscara Dobrável CG-511 PFF1 Azul - Ref. 010672910 - CARBOGRAFITE,968133,4.9,CARBOGRAFITE,EPI > MÁSCARAS DE PROTEÇÃO,21
"Parafuso para Dobradiça em Aço 4,2x25 Cartela com 20 Peças Oxidado Preto Viva - Ref. 2907 - BEMFIXA ",879670,9.9,BEMFIXA,"PARAFUSOS, PORCAS E BUCHAS > PARAFUSOS",22
Máscara Dobrável CG-531 PFF2 Cinza - Ref. 010673310 - CARBOGRAFITE,968132,0.99,CARBOGRAFITE,EPI > MÁSCARAS DE PROTEÇÃO,23
Máscara Dobrável CG-511V PFF1 Azul - Ref. 010673010 - CARBOGRAFITE,968135,7.9,CARBOGRAFITE,EPI > MÁSCARAS DE PROTEÇÃO,24
"Tinta Esmalte Embeleza Cerâmica 3,6Litros Cerâmica CORAL / Ref. 5202661",24887,179.9,CORAL,TINTAS ESMALTES > ESMALTES PREMIUM,1
Rodapé 8x45cm Cerâmica Branco GABRIELLA/ Ref.HDR131 ,918821,5.9,GABRIELLA,"ACABAMENTOS > RODAPÉS, RODATETOS E RODAMEIOS",2
Rodapé 8x45cm Cerâmica Preto GABRIELLA/ Ref.HDR132 ,918822,5.9,GABRIELLA,"ACABAMENTOS > RODAPÉS, RODATETOS E RODAMEIOS",3
Rodapé 8x45cm Cerâmica Madeirado GABRIELLA/ Ref.HDR119 ,918823,4.59,GABRIELLA,"ACABAMENTOS > RODAPÉS, RODATETOS E RODAMEIOS",4
Rodapé 8x45cm Cerâmica Bege GABRIELLA/ Ref.HDR120,918824,5.9,GABRIELLA,"ACABAMENTOS > RODAPÉS, RODATETOS E RODAMEIOS",5
Telha Capa Lateral Colonial Cerâmica - Ref.2.301.5012 - PRECONVC,947243,39.9,PRECONVC,TELHAS > TELHAS DE PVC,6
Cumeeira Colonial Central Fixa Cerâmica - Ref.2.301.5011 - PRECONVC,947207,75.9,PRECONVC,TELHAS > TELHAS DE CERÂMICA ,7
Floreira Plástico 28x38cm Cerâmica - Ref.6100401-21 - NUTRIPLAN,895744,13.9,NUTRIPLAN,ACESSÓRIOS DE JARDINAGEM > VASOS E PRATOS,8
"Telha PVC 0,86x2,30 Colonial Cerâmica - Ref.2.301.1230 - PRECONVC",936989,119.9,PRECONVC,TELHAS > TELHAS DE PVC,9
Cumeeira Espigão Inferior Plan Cerâmica PRECONVC / REF. 23015019,947225,59.9,PRECONVC,TELHAS > TELHAS DE PVC,10
"Telha Pvc 0,86x1,97 Colonial Cerâmica - Ref. 23011197 - PRECONVC",978672,109.9,PRECONVC,TELHAS > TELHAS DE PVC,11
Resina Multiuso 18Litros Cerâmica Telha HYDRONORTH / Ref. 5581,61875,998.9,HYDRONORTH,COMPLEMENTOS > RESINAS,12
Cumeeira Espigão Articulado Inferior Colonial Cerâmica - Ref.2.301.5018 - PRECONVC,947209,61.9,PRECONVC,TELHAS > TELHAS DE PVC,13
Tinta Acrílica Fosco  Diapiso  Cerâmica IQUINE  /REF. 88301804,75769,24.9,IQUINE,TINTAS ACRÍLICAS > ACRÍLICAS PREMIUM,14
Floreira Plástico 28x38cm Cerâmica - Ref. 6100503-03 - NUTRIPLAN ,885341,59.9,NUTRIPLAN,ACESSÓRIOS DE JARDINAGEM > VASOS E PRATOS,15
"Resina Multiuso 3,6Litros Cerâmica Telha HYDRONORTH / Ref. 5603",61889,223.9,HYDRONORTH,COMPLEMENTOS > RESINAS,17
Tinta Acrílica Fosco Diapiso Cerâmica IQUINE /REF. 88301801,75755,78.9,IQUINE,TINTAS ACRÍLICAS > ACRÍLICAS PREMIUM,18
Tinta Acrílica Fosco  Diapiso  Cerâmica  IQUINE  /REF. 88301805,75794,299.9,IQUINE,TINTAS ACRÍLICAS > ACRÍLICAS PREMIUM,19
Vaso Plástico 12x17cm N3 Redondo Cerâmica - Ref.6100104-03 - NUTRIPLAN,51885,8.9,NUTRIPLAN,ACESSÓRIOS DE JARDINAGEM > VASOS E PRATOS,20
Vaso Plástico 23cm N4 Redondo Cerâmica - Ref.6100106-03 - NUTRIPLAN,51990,14.9,NUTRIPLAN,ACESSÓRIOS DE JARDINAGEM > VASOS E PRATOS,21
Disco Diamantado 105mm Standard Cerâmica Liso - Ref. 2608603676000 - BOSCH,895949,35.9,BOSCH,DISCOS E REBOLOS > DISCOS DIAMANTADOS,22
"Prato Plástico 9,3cm Violeta Vaso Redondo Cerâmica - Ref.6000101-03 - NUTRIPLAN",895719,2.99,NUTRIPLAN,ACESSÓRIOS DE JARDINAGEM > VASOS E PRATOS,23
Vaso de Cerâmica 56x42cm Caymen Verde DESIGN DECOR / REF. DDC96444,992662,499.9,DESIGN DECOR,ACESSÓRIOS DE JARDINAGEM > VASOS E PRATOS,24
"Extensão Elétrica 1,2M 2P+T 4 Tomadas 10A Branca DANEVA / REF. DN1840",998562,43.9,DANEVA,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",1
Extensão Elétrica 10M 2P 3 Tomadas 10A Grafite DANEVA / REF. DN1918,998565,72.9,DANEVA,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",2
Churrasqueira Elétrica Grill 220v Pratic Steak CH-07 - Ref. 6770-02 - MONDIAL,976051,184.9,MONDIAL,ELETROPORTÁTEIS > CHURRASQUEIRAS ELÉTRICAS,3
Cafeteira Elétrica Pratic 20x 220v Cn-01-20x - Ref. 2645-02 - MONDIAL,975743,139.9,MONDIAL,ELETROPORTÁTEIS > CAFETEIRAS ELÉTRICAS,4
Cafeteira Elétrica 220v Dolce Aroma C32-32X-R MONDIAL / Ref. 72643-02,992599,289.9,MONDIAL,ELETROPORTÁTEIS > CAFETEIRAS ELÉTRICAS,5
Extensão Elétrica 3 Metros 2P+T 4 Tomadas 10A Branca DANEVA / REF. DN1844,998560,44.9,DANEVA,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",6
"Fritadeira Elétrica 220v AirFryer 4,0 Litros Tamanho Médio BLACK&DECKER / Ref. AFM4-B2",999796,379.9,BLACK & DECKER,ELETROPORTÁTEIS > FRITADEIRAS ELÉTRICA,7
Extensão Elétrica 4 Tomadas em Barra 2P 10A 250V Cinza ILUMI / REF. 1634,88318,14.9,ILUMI,TOMADAS > TOMADAS SIMPLES,8
Fechadura Elétrica C90 Control Abre para Dentro Ajustável RFID Preta - Ref. 90.01.03.052 - HDL,967583,629.9,HDL,FERRAGENS > FECHADURAS,9
Fechadura Elétrica C90 Control Abre para Dentro Ajustável RFID Branco - Ref. 90.01.03.053 - HDL,967608,480.0,HDL,FERRAGENS > FECHADURAS,10
Campainha Elétrica Sem Fio Bivolt com Bateria CIB 101 Branca INTELBRAS / REF. 4522001,984293,125.9,INTELBRAS,"TOMADAS, INTERRUPTORES E CAMPAINHAS > CAMPANHIAS",11
"Extensão Elétrica 2P+T 3 Tomadas 10m 3x0,75mm Cabo PP Sort Preta - Ref.DN1914 - DANEVA",944090,55.9,DANEVA,"CABOS, FIOS E CONECTORES > EXTENSÕES E FILTROS DE LINHA",12
Cafeteira Elétrica 220V Dolce Aroma C-43-20X-SI Preto MONDIAL / REF. 72052-02,988979,219.9,MONDIAL,ELETROPORTÁTEIS > CAFETEIRAS ELÉTRICAS,13
Pistola Elétrica para Cola Quente 20-25W Bivolt com Corpo Injetado TRAMONTINA / REF. 43755/530,982529,145.9,TRAMONTINA,FERRAMENTAS ELÉTRICAS > OUTRAS FERRAMENTAS ELÉTRICAS,14
Fechadura Elétrica 12v de Sobrepor Cilindro de 40mm Abre para Dentro Preto Fosco - Ref.59327 - STAM,961216,164.9,STAM,FECHADURAS > FECHADURAS DE SOBREPOR,15
Pistola Elétrica para Cola Quente 10-12W Bivolt com Corpo Injetado TRAMONTINA / REF. 43755/510,874462,67.9,TRAMONTINA,FERRAMENTAS ELÉTRICAS > OUTRAS FERRAMENTAS ELÉTRICAS,16
"Fita Elétrica 3 Pistas 750V 20A Equivalente a 2,5mm Venda por Metro ELETROFITAS / REF. EF18.9.18-50MT",923074,36.9,ELETROFITAS,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,17
"Fita Elétrica 3 Pistas 750V 20A Equivalente a 2,5mm Venda por Metro ELETROFITAS / REF. EF18.9.18-100MT",923071,33.9,ELETROFITAS,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,18
"Fita Elétrica 2 Pistas 750V 20A Equivalente a 2,5mm  Venda por Metro ELETROFITAS / REF. EF18X2-50MT",923079,29.9,ELETROFITAS,ACESSÓRIOS E CONEXÕES ELÉTRICAS > ACESSÓRIOS ELÉTRICOS DE USO GERAL,19
Cafeteira Elétrica em Inox Dolce Arome 220v 32 Xícaras Preto C-32-32X MONDIAL / REF. 72672-02,991938,189.9,MONDIAL,ELETROPORTÁTEIS > CAFETEIRAS ELÉTRICAS,20
Cafeteira Elétrica com Jarra Térmica em Inox 25 Xicaras 750W 220V Preta BLACK E DECKER / REF. CM200I-B2,989776,299.9,BLACK & DECKER,ELETROPORTÁTEIS > CAFETEIRAS ELÉTRICAS,21
